component,current_km,current_months,condition_metric_value,health_status
Gearbox,11861.22,0.68,6.17,2
Ignition Coil,71301.95,63.31,11.03,2
Gearbox,2058.26,1.44,6.92,0
CVT/AT Oil,39106.47,1.58,35.03,2
Spark Plug,60786.46,2.35,0.52,0
Gearbox,14142.08,2.62,83.07,2
Rear Brake Pad,35291.51,6.39,7.03,0
Gearbox,11040.81,4.62,66.48,2
Rear Brake Pad,51865.25,3.55,2.24,2
Gearbox,3985.18,8.42,41.21,2
Front Brake Pad,16865.29,19.28,5.24,0
Ignition Coil,101029.59,36.48,0.86,0
Front Brake Pad,61604.58,30.0,6.19,2
Gearbox,3616.66,2.0,85.7,2
Rear Brake Pad,65234.82,47.72,8.27,2
Gearbox Filter,39702.92,32.55,31.57,0
Gearbox,576.43,3.9,60.61,2
Gearbox Filter,78516.87,23.94,13.93,2
Front Brake Pad,41060.86,13.98,4.53,0
Rear Brake Pad,84497.38,32.8,1.43,2
Front Brake Pad,29136.49,11.96,3.7,0
Gearbox Filter,22535.94,63.96,79.34,2
Front Brake Pad,2858.61,20.12,4.9,0
Gearbox Filter,32487.43,10.49,34.9,0
Front Brake Pad,23226.73,35.66,3.37,2
Spark Plug,101004.69,12.25,2.37,2
Rear Brake Pad,50441.24,31.5,4.3,0
Gearbox,3562.03,3.59,68.25,2
CVT/AT Oil,33962.85,2.4,95.57,0
Ignition Coil,45194.22,53.96,8.96,2
Gearbox Filter,82869.07,31.81,77.99,2
CVT/AT Oil,15397.61,36.24,114.95,2
Spark Plug,8106.58,12.34,7.38,2
Gearbox,935.12,0.29,63.96,2
Spark Plug,84802.53,13.88,5.16,2
Rear Brake Pad,33385.92,9.79,8.32,0
Ignition Coil,17988.64,95.17,3.65,2
Front Brake Pad,43593.85,8.32,8.25,1
Gearbox Filter,85277.07,2.97,96.48,2
Rear Brake Pad,81306.02,12.48,0.77,2
Rear Brake Pad,78196.57,22.4,4.81,2
CVT/AT Oil,41610.84,0.48,22.64,2
CVT/AT Oil,34956.06,7.74,53.45,0
Gearbox,11489.37,4.08,56.73,2
Gearbox,1259.84,8.01,42.46,2
Ignition Coil,5725.0,48.73,10.39,2
Ignition Coil,78908.56,1.82,1.82,0
Gearbox Filter,21576.98,7.2,72.65,2
Gearbox Filter,62627.73,35.1,38.35,2
Rear Brake Pad,83978.47,12.18,5.53,2
Front Brake Pad,62895.73,18.83,0.39,2
Ignition Coil,13832.9,42.44,8.04,2
Front Brake Pad,58552.94,17.07,8.35,2
Front Brake Pad,6759.67,29.07,1.22,2
Ignition Coil,102582.67,65.41,4.39,0
Front Brake Pad,30847.66,14.41,5.34,0
Rear Brake Pad,84228.84,51.61,7.71,2
Rear Brake Pad,2402.38,25.16,0.52,2
Spark Plug,19574.53,58.47,1.69,2
Gearbox Filter,6294.96,30.18,61.22,0
Front Brake Pad,30099.87,2.5,4.36,0
Gearbox,127.29,1.95,74.45,2
Gearbox Filter,77770.42,7.9,33.48,2
Gearbox Filter,51214.19,2.57,53.92,0
Front Brake Pad,23886.28,8.04,5.78,0
Ignition Coil,84294.17,92.67,4.11,2
Rear Brake Pad,44830.85,48.47,8.7,2
CVT/AT Oil,46243.72,5.96,3.3,2
CVT/AT Oil,16160.75,44.24,85.28,2
Gearbox,1798.26,8.3,7.33,2
Spark Plug,85217.03,54.84,7.04,2
Rear Brake Pad,6982.96,32.22,5.83,0
Gearbox Filter,18987.24,36.28,71.46,2
Spark Plug,48838.57,31.04,7.26,2
Gearbox Filter,39736.68,38.1,47.18,0
Ignition Coil,22628.68,51.34,9.01,2
CVT/AT Oil,11758.72,31.42,94.33,0
Spark Plug,119789.27,34.74,6.04,2
Rear Brake Pad,83373.24,4.58,2.44,2
Gearbox Filter,47132.85,5.7,12.36,0
Gearbox Filter,25303.77,37.54,29.1,0
Spark Plug,80821.98,30.51,3.83,2
Rear Brake Pad,64690.13,2.48,1.83,2
Gearbox,4258.76,2.19,22.37,0
Spark Plug,106989.67,40.53,2.64,2
Rear Brake Pad,48865.49,34.39,4.7,0
Rear Brake Pad,36678.86,12.32,1.42,2
Spark Plug,95467.6,54.98,1.0,2
Spark Plug,14367.3,67.27,2.19,2
Spark Plug,6978.13,37.91,4.05,0
Ignition Coil,17569.8,25.97,4.88,0
Gearbox Filter,57512.92,29.22,102.01,2
Ignition Coil,1069.52,5.15,1.77,0
Front Brake Pad,933.0,19.63,3.81,0
CVT/AT Oil,37179.85,49.54,55.65,2
Gearbox,14647.61,8.66,88.12,2
Front Brake Pad,29609.46,0.62,8.95,0
Ignition Coil,141259.88,98.5,8.55,2
Rear Brake Pad,17031.38,43.63,2.35,2
Spark Plug,43495.59,10.94,2.45,0
Gearbox Filter,17701.78,54.56,67.33,2
Ignition Coil,120732.21,39.17,11.23,2
Ignition Coil,115512.67,72.25,9.99,2
Gearbox,12573.82,8.43,28.57,2
Spark Plug,21911.66,44.39,1.75,0
CVT/AT Oil,24562.39,21.38,114.51,0
CVT/AT Oil,45138.66,20.26,58.32,2
Gearbox,2313.34,3.21,15.97,0
Gearbox Filter,84253.23,61.06,96.63,2
CVT/AT Oil,32378.84,4.71,88.66,0
Gearbox Filter,80161.07,51.58,104.78,2
Spark Plug,77786.27,28.26,6.71,2
Ignition Coil,58650.41,84.84,10.8,2
Front Brake Pad,65015.01,12.56,7.49,2
Gearbox,3424.8,3.44,58.85,0
Gearbox Filter,49273.96,25.09,45.61,0
Ignition Coil,12181.24,107.29,8.38,2
Rear Brake Pad,48365.59,15.06,2.6,2
Gearbox,324.59,2.1,68.16,2
Spark Plug,58213.22,48.17,2.77,2
Gearbox,13387.67,2.04,49.81,2
Rear Brake Pad,49182.02,18.45,2.49,2
Rear Brake Pad,5187.84,50.61,5.28,2
Spark Plug,55933.74,23.44,5.74,2
Spark Plug,51822.34,25.58,2.54,0
Ignition Coil,70859.41,29.45,0.04,0
Front Brake Pad,66731.21,0.8,1.5,2
Ignition Coil,40983.59,67.2,0.15,0
Front Brake Pad,45202.13,4.96,6.04,2
Front Brake Pad,51650.34,21.52,8.34,2
Ignition Coil,92327.34,57.58,5.74,0
Gearbox,2045.78,0.74,75.88,2
Front Brake Pad,17867.14,26.13,1.93,2
CVT/AT Oil,24098.71,10.09,74.93,0
Front Brake Pad,32908.11,1.46,5.91,0
Ignition Coil,76215.01,100.01,2.61,2
CVT/AT Oil,53333.28,17.4,1.61,2
Spark Plug,113018.55,47.2,1.74,2
Gearbox,488.68,3.36,56.87,0
Spark Plug,99116.84,20.97,6.06,2
Rear Brake Pad,25732.58,12.58,3.59,0
Spark Plug,63537.95,49.28,4.67,2
Spark Plug,59878.47,57.19,4.9,2
Gearbox,3758.57,6.6,25.62,2
Front Brake Pad,20925.13,26.92,5.01,2
Gearbox Filter,50028.42,1.49,10.86,0
CVT/AT Oil,9088.93,21.63,57.94,0
Ignition Coil,62977.16,85.45,7.52,2
Front Brake Pad,47883.88,33.66,5.09,2
Gearbox,1148.8,5.98,82.09,2
Front Brake Pad,41515.95,35.25,5.36,2
Spark Plug,104101.59,28.21,2.74,2
CVT/AT Oil,2099.93,37.84,2.75,2
Gearbox,10437.35,5.22,62.41,2
Gearbox Filter,41179.09,24.53,49.12,0
Gearbox Filter,85440.27,0.81,21.15,2
Ignition Coil,88708.51,61.87,2.0,0
Rear Brake Pad,42936.01,46.79,0.2,2
Ignition Coil,165531.91,75.91,9.22,2
Rear Brake Pad,81825.93,42.63,6.76,2
Ignition Coil,161686.64,68.03,8.89,2
Rear Brake Pad,71180.0,30.42,0.69,2
Gearbox,1042.62,4.58,7.42,0
Gearbox,5148.73,3.49,60.52,2
Gearbox,9090.5,1.9,55.27,1
Spark Plug,22890.05,0.52,1.36,0
Gearbox,1159.08,3.09,61.84,2
Spark Plug,84672.42,25.75,5.64,2
Front Brake Pad,26327.58,29.15,3.67,2
Rear Brake Pad,55885.15,23.01,8.0,1
Rear Brake Pad,61956.84,19.68,8.45,2
Ignition Coil,65653.03,69.95,2.78,0
Rear Brake Pad,43083.2,10.05,2.63,2
Spark Plug,42764.94,46.05,0.26,0
Spark Plug,10381.11,4.1,2.81,0
Gearbox,4350.76,8.92,73.47,2
CVT/AT Oil,3680.85,48.83,94.81,2
Gearbox Filter,71780.9,51.11,55.38,2
Front Brake Pad,57658.26,33.49,7.1,2
Gearbox,1398.67,2.37,81.21,2
Gearbox,8199.74,8.28,89.26,2
Ignition Coil,74842.0,32.4,0.58,0
Gearbox,9986.53,3.34,85.0,2
Front Brake Pad,16450.91,0.8,7.28,0
Front Brake Pad,26618.0,27.6,8.45,2
Ignition Coil,62796.01,86.91,11.02,2
Gearbox,11088.98,7.18,18.26,2
Gearbox,3291.23,7.18,19.23,2
Front Brake Pad,39915.04,4.36,1.66,2
Rear Brake Pad,13874.04,24.47,7.87,0
Rear Brake Pad,80576.9,23.96,5.94,2
Spark Plug,12001.49,34.72,0.37,0
Gearbox,11269.61,8.48,35.84,2
Gearbox Filter,57048.52,61.94,103.29,2
Spark Plug,24946.57,28.55,0.83,0
Rear Brake Pad,54792.19,3.54,3.42,0
Rear Brake Pad,59434.78,6.17,2.62,2
Gearbox,4445.51,5.13,59.1,0
Ignition Coil,61435.66,104.39,7.13,2
Gearbox Filter,3981.98,38.58,74.15,2
Ignition Coil,123457.04,73.55,6.63,2
Gearbox Filter,64572.62,47.34,59.9,2
Gearbox Filter,78447.31,22.24,57.36,2
Gearbox Filter,41590.34,30.84,55.8,0
Gearbox,12638.83,7.25,65.8,2
Gearbox Filter,42777.33,51.72,35.37,2
CVT/AT Oil,53026.65,5.86,51.4,2
Spark Plug,13525.4,35.06,1.46,0
Rear Brake Pad,2345.21,30.53,0.86,2
Ignition Coil,72884.46,97.13,1.99,2
Gearbox,13460.08,2.6,22.41,2
Rear Brake Pad,51957.58,32.54,5.76,0
Gearbox Filter,12896.64,1.87,24.89,0
Rear Brake Pad,21603.46,39.37,2.27,2
Gearbox Filter,87334.54,58.12,37.87,2
Gearbox Filter,26277.03,43.0,75.32,2
Spark Plug,83386.45,58.87,4.08,2
Ignition Coil,112012.45,49.92,11.23,2
Gearbox,10275.45,1.78,73.74,2
Spark Plug,44933.99,71.26,2.27,2
Front Brake Pad,61750.02,11.54,7.38,2
CVT/AT Oil,35426.8,8.77,118.3,0
Rear Brake Pad,71007.95,50.22,1.06,2
Spark Plug,73754.97,39.57,5.88,2
Ignition Coil,95483.34,8.98,3.42,0
CVT/AT Oil,36301.86,6.58,65.84,0
Spark Plug,60145.29,50.22,0.55,2
Ignition Coil,5133.33,22.79,5.19,0
Spark Plug,113988.31,7.86,3.46,2
Gearbox Filter,20943.74,2.5,83.28,2
Gearbox,4.65,7.94,1.77,2
Ignition Coil,30892.2,100.57,8.23,2
Front Brake Pad,4786.28,27.63,0.64,2
Rear Brake Pad,77137.58,14.63,6.8,2
CVT/AT Oil,23594.79,11.73,91.09,0
Ignition Coil,64651.25,41.4,5.7,0
Ignition Coil,65363.12,27.76,9.01,2
Rear Brake Pad,85426.55,18.83,1.62,2
Front Brake Pad,61951.2,24.0,4.24,2
Gearbox Filter,13160.9,60.25,44.69,2
Rear Brake Pad,3412.52,24.67,7.43,0
Spark Plug,79845.33,69.32,1.15,2
Gearbox,9975.72,2.4,10.53,1
Rear Brake Pad,9630.96,15.8,4.97,0
Gearbox,2043.42,1.63,56.88,0
Front Brake Pad,50266.51,16.34,0.75,2
Ignition Coil,17404.15,24.46,10.77,2
Rear Brake Pad,58289.36,49.51,5.78,2
Front Brake Pad,63629.53,18.44,1.01,2
Ignition Coil,45510.52,42.33,7.75,0
Gearbox,4872.34,7.1,30.7,2
CVT/AT Oil,57559.43,43.13,55.03,2
Gearbox,14026.3,6.22,19.86,2
CVT/AT Oil,52221.53,37.59,29.37,2
Gearbox,7409.62,2.49,51.19,0
Front Brake Pad,47225.34,0.99,6.27,2
Gearbox,12316.18,7.97,21.12,2
Gearbox,10985.93,3.1,59.78,2
Gearbox,5592.15,6.12,64.17,2
Spark Plug,7784.84,13.85,0.51,0
Ignition Coil,117028.12,93.06,1.58,2
Gearbox,4099.69,2.68,50.47,0
Rear Brake Pad,16369.26,9.16,7.77,0
Gearbox,6785.61,1.15,72.23,2
Rear Brake Pad,56909.04,18.76,4.35,1
Rear Brake Pad,80268.14,31.13,8.41,2
Rear Brake Pad,54381.69,18.31,2.69,2
CVT/AT Oil,43315.44,41.77,17.98,2
Ignition Coil,100146.87,53.35,4.92,0
Spark Plug,108499.64,16.61,2.19,2
Gearbox Filter,26994.89,71.67,34.28,2
Spark Plug,10145.2,70.94,4.41,2
Spark Plug,67646.12,5.53,6.0,2
Rear Brake Pad,3987.87,2.56,8.17,0
Front Brake Pad,2368.41,23.45,4.81,1
Ignition Coil,58428.02,45.26,8.19,2
Spark Plug,75440.39,63.74,5.98,2
Rear Brake Pad,28268.14,9.75,6.75,0
Spark Plug,59222.04,30.0,1.0,0
Spark Plug,112064.04,2.69,3.75,2
Front Brake Pad,32818.98,26.6,6.64,2
Ignition Coil,122447.81,96.21,0.49,2
Spark Plug,16550.76,70.69,2.77,2
Ignition Coil,88223.2,15.43,0.67,0
Ignition Coil,44463.94,26.31,11.48,2
Rear Brake Pad,68014.27,42.64,0.94,2
Front Brake Pad,22178.3,0.97,4.0,0
Gearbox Filter,55724.4,44.61,3.96,1
CVT/AT Oil,14287.32,22.89,1.76,2
Gearbox Filter,25897.19,70.78,4.4,2
Spark Plug,44176.03,2.82,2.45,0
Ignition Coil,25793.7,14.56,3.08,0
Ignition Coil,66766.22,18.65,3.03,0
CVT/AT Oil,44533.31,37.15,40.43,2
CVT/AT Oil,8526.42,14.01,65.55,0
Ignition Coil,4409.41,101.06,11.05,2
Gearbox Filter,85342.01,8.34,35.14,2
Spark Plug,24488.26,68.1,0.63,2
Ignition Coil,14530.19,105.88,11.02,2
Gearbox Filter,71220.74,41.32,27.86,2
Gearbox Filter,39873.6,55.31,27.8,2
Ignition Coil,68611.5,77.64,10.61,2
Gearbox,5806.96,0.31,36.24,0
Ignition Coil,154012.42,50.45,10.02,2
Front Brake Pad,41515.7,30.57,3.18,2
Rear Brake Pad,80318.36,34.76,4.73,2
Rear Brake Pad,27497.8,11.92,6.44,0
Gearbox Filter,47878.36,43.81,41.32,0
Ignition Coil,148093.93,102.25,1.28,2
Rear Brake Pad,51540.35,38.73,6.71,2
CVT/AT Oil,57915.71,51.84,27.08,2
Ignition Coil,5272.87,105.25,2.66,2
Ignition Coil,14595.18,85.92,3.89,2
Front Brake Pad,3014.55,12.06,3.52,0
Gearbox Filter,41156.49,29.69,24.75,0
Spark Plug,95042.3,71.52,7.26,2
Rear Brake Pad,9543.4,21.8,5.14,0
Front Brake Pad,54608.75,18.19,6.32,2
Front Brake Pad,11034.09,9.21,2.23,2
Ignition Coil,37833.32,93.46,5.01,2
Gearbox,11541.99,7.4,87.51,2
Ignition Coil,105204.59,42.18,1.32,0
Spark Plug,67441.76,11.35,5.52,2
Rear Brake Pad,57540.49,49.8,1.37,2
Gearbox,10931.41,8.96,71.74,2
Spark Plug,74968.74,54.54,6.31,2
CVT/AT Oil,1399.34,9.43,118.51,0
Ignition Coil,4403.65,39.16,1.53,0
Ignition Coil,173779.12,47.04,6.71,2
Ignition Coil,13318.0,21.96,1.11,0
Front Brake Pad,21918.62,7.81,0.76,2
Ignition Coil,158775.39,37.95,6.63,2
Front Brake Pad,27988.89,32.52,3.26,2
Gearbox,3718.13,2.19,89.17,2
Rear Brake Pad,75324.54,30.89,7.84,2
Gearbox Filter,55116.26,68.48,85.87,2
Front Brake Pad,46583.87,14.15,7.92,2
CVT/AT Oil,26343.18,15.54,18.27,2
CVT/AT Oil,51164.2,34.86,5.37,2
Rear Brake Pad,1557.01,42.04,2.95,2
Front Brake Pad,53910.77,1.67,1.43,2
Gearbox,8407.32,0.55,58.99,0
Gearbox,12381.22,7.96,84.33,2
Gearbox Filter,22450.61,22.79,101.12,2
Spark Plug,81546.22,17.0,2.83,2
Rear Brake Pad,47532.61,47.99,3.43,2
Gearbox Filter,18646.33,11.45,68.45,0
Spark Plug,108909.08,4.1,1.54,2
Rear Brake Pad,61723.36,16.53,1.34,2
Spark Plug,13488.57,32.53,1.44,0
CVT/AT Oil,57874.81,25.85,12.48,2
Front Brake Pad,47057.04,12.77,7.99,2
Spark Plug,18789.77,13.41,6.95,2
Gearbox,8767.59,3.96,27.2,0
Front Brake Pad,29205.33,28.0,4.99,2
Gearbox,9025.05,5.48,34.94,1
Ignition Coil,147836.22,68.76,2.75,2
Front Brake Pad,29674.16,23.38,0.45,2
Gearbox Filter,24046.61,15.67,86.49,2
Gearbox,4232.68,5.18,40.56,0
Ignition Coil,44907.05,19.54,5.54,0
Ignition Coil,80939.1,30.29,1.69,0
Gearbox Filter,24119.55,8.87,40.13,0
Spark Plug,77482.24,40.28,0.34,1
Gearbox Filter,89095.1,48.72,94.59,2
Spark Plug,85213.31,4.05,4.74,2
CVT/AT Oil,35024.41,47.01,32.24,2
Front Brake Pad,37721.18,6.35,5.49,0
Ignition Coil,52100.85,74.44,4.06,2
Gearbox Filter,49078.59,17.62,93.57,2
Gearbox,592.01,5.42,11.11,0
Front Brake Pad,66189.97,28.96,7.74,2
Front Brake Pad,38799.35,6.46,3.89,0
Gearbox Filter,85082.23,10.35,94.82,2
Gearbox,14071.19,7.1,86.81,2
Gearbox,10792.34,2.52,64.3,2
Gearbox,2471.59,6.36,57.51,2
Gearbox,11016.71,4.51,54.39,2
Gearbox Filter,59806.21,56.5,103.1,2
Front Brake Pad,26332.64,24.21,6.21,2
Rear Brake Pad,53838.17,21.05,3.62,0
Spark Plug,28308.1,3.72,7.47,2
Spark Plug,38957.69,22.97,5.62,2
CVT/AT Oil,26351.53,42.49,110.82,2
Spark Plug,72395.24,29.78,2.8,0
Gearbox Filter,5733.28,63.06,86.66,2
Ignition Coil,132237.81,100.2,7.55,2
Front Brake Pad,50115.73,2.98,4.71,2
CVT/AT Oil,10593.25,34.29,35.0,2
Gearbox,10730.41,6.26,52.77,2
Gearbox Filter,72333.49,70.5,83.51,2
CVT/AT Oil,1037.64,17.3,23.49,2
Gearbox Filter,69338.9,16.64,94.86,2
Gearbox,3543.7,8.18,45.24,2
Ignition Coil,56398.42,75.76,4.66,2
Rear Brake Pad,30571.06,34.26,5.32,0
Front Brake Pad,7621.45,24.56,3.97,2
Spark Plug,75442.12,65.85,0.27,2
Spark Plug,60665.51,46.81,2.41,0
Ignition Coil,131226.77,26.18,7.13,2
Gearbox,11950.25,1.73,25.88,2
Ignition Coil,67238.74,84.64,5.36,2
Front Brake Pad,47711.99,33.75,1.68,2
Spark Plug,66959.08,66.68,0.77,2
Rear Brake Pad,87326.44,18.61,3.15,2
Gearbox Filter,33273.24,12.03,1.21,0
Rear Brake Pad,67654.53,40.34,3.11,2
Spark Plug,55937.06,53.99,1.33,2
Ignition Coil,22276.92,8.64,9.07,2
Gearbox Filter,80141.96,31.25,32.66,2
Front Brake Pad,3914.84,21.01,3.14,0
Front Brake Pad,53548.41,29.7,0.3,2
Spark Plug,44958.37,1.21,2.93,0
Spark Plug,104646.41,28.35,1.35,2
Spark Plug,70571.13,54.45,3.1,2
Front Brake Pad,13909.74,13.76,0.23,2
CVT/AT Oil,28901.27,28.58,113.87,0
Ignition Coil,21980.27,49.34,1.6,0
Ignition Coil,132231.97,59.76,2.94,2
CVT/AT Oil,20709.45,0.95,30.16,2
Rear Brake Pad,76045.45,25.66,1.46,2
Gearbox,7237.13,4.13,87.65,2
Gearbox,6158.78,3.47,63.08,2
Front Brake Pad,29051.5,16.34,7.91,0
Rear Brake Pad,47621.12,19.69,2.39,2
Spark Plug,108033.24,23.21,4.89,2
Ignition Coil,109423.61,40.31,6.07,0
Front Brake Pad,65273.58,22.01,6.56,2
Spark Plug,89793.04,68.38,3.75,2
Gearbox,10720.83,4.69,61.49,2
CVT/AT Oil,3837.47,29.01,101.51,0
Spark Plug,34905.57,51.51,6.04,2
Gearbox,8864.33,4.81,84.53,2
Front Brake Pad,47526.73,24.58,3.54,2
Gearbox,1063.7,4.5,78.65,2
Gearbox Filter,8386.99,67.52,86.8,2
Front Brake Pad,11071.47,12.46,7.38,0
Spark Plug,18967.36,1.56,5.89,2
Rear Brake Pad,14054.85,49.7,5.79,2
Ignition Coil,44244.69,72.78,0.52,2
CVT/AT Oil,35286.6,20.56,39.95,2
Rear Brake Pad,6160.79,26.0,1.52,2
CVT/AT Oil,48986.88,40.46,48.04,2
Rear Brake Pad,25647.14,20.41,7.34,0
Gearbox,12649.54,5.2,80.25,2
Rear Brake Pad,48839.34,20.11,7.11,0
CVT/AT Oil,18059.19,0.06,45.57,0
CVT/AT Oil,57976.58,27.56,118.43,2
CVT/AT Oil,4477.45,33.34,114.24,0
Rear Brake Pad,52258.12,51.49,5.85,2
Gearbox Filter,11035.73,21.32,93.08,2
Ignition Coil,84772.23,86.49,5.53,2
Gearbox Filter,21512.31,26.57,62.17,0
Ignition Coil,103023.81,7.52,6.63,0
Front Brake Pad,29721.13,22.51,4.41,0
CVT/AT Oil,37372.57,14.02,69.81,1
Front Brake Pad,30135.06,4.42,0.34,2
Gearbox Filter,75226.62,39.25,58.22,2
Gearbox Filter,47000.64,39.83,98.87,2
CVT/AT Oil,53046.72,5.29,76.12,2
CVT/AT Oil,9657.33,22.1,79.39,0
Gearbox,14605.69,4.25,35.42,2
Gearbox,394.27,4.06,68.27,2
Front Brake Pad,66511.64,13.25,4.74,2
Ignition Coil,9831.88,53.03,1.1,0
Rear Brake Pad,34473.45,8.4,8.67,0
Gearbox Filter,65311.03,5.37,42.3,2
CVT/AT Oil,48935.22,33.88,0.03,2
CVT/AT Oil,6260.1,0.08,54.14,0
Spark Plug,109013.54,37.72,4.56,2
CVT/AT Oil,23734.93,53.83,87.92,2
Spark Plug,107504.03,53.6,0.79,2
Ignition Coil,54426.43,78.23,1.98,2
Front Brake Pad,34084.86,25.15,4.89,2
Ignition Coil,40160.69,65.37,1.16,0
Front Brake Pad,10996.84,9.75,0.39,2
Spark Plug,76764.25,68.53,7.37,2
CVT/AT Oil,26203.35,35.21,6.33,2
CVT/AT Oil,59247.4,38.07,34.92,2
Spark Plug,48359.97,52.02,5.13,2
CVT/AT Oil,24902.73,11.6,75.71,0
Rear Brake Pad,89878.31,10.86,4.71,2
Front Brake Pad,31610.62,14.9,5.2,0
CVT/AT Oil,34353.93,18.14,21.83,2
Spark Plug,83686.51,48.51,1.91,2
Gearbox Filter,73329.18,30.46,94.85,2
Front Brake Pad,38741.31,17.7,6.6,0
Gearbox,4397.11,4.05,20.55,0
Front Brake Pad,33019.65,3.46,3.56,0
Gearbox,11833.05,1.28,73.11,2
Front Brake Pad,55529.29,23.34,2.61,2
Gearbox Filter,42883.36,44.65,62.6,0
Front Brake Pad,63930.36,12.91,1.27,2
Spark Plug,3657.99,1.5,2.97,0
CVT/AT Oil,36323.14,33.28,20.44,2
Spark Plug,712.02,15.52,0.19,0
CVT/AT Oil,45873.4,45.11,74.33,2
CVT/AT Oil,31362.36,33.39,47.35,0
Ignition Coil,129304.84,37.64,7.05,2
Spark Plug,84277.74,56.54,3.85,2
Rear Brake Pad,55633.71,18.45,0.26,2
Front Brake Pad,55996.95,19.86,8.86,2
Rear Brake Pad,79649.43,14.52,2.19,2
CVT/AT Oil,50340.82,39.38,44.32,2
Spark Plug,86104.42,22.79,5.87,2
CVT/AT Oil,46957.25,35.85,81.98,2
Ignition Coil,157158.46,31.21,3.48,2
Spark Plug,6665.67,10.71,4.33,0
Front Brake Pad,41078.5,26.03,3.36,2
Ignition Coil,109071.03,51.97,8.9,2
CVT/AT Oil,29595.87,49.47,114.68,2
Ignition Coil,81964.51,28.71,4.9,0
CVT/AT Oil,18850.04,20.21,74.48,0
Gearbox Filter,82909.36,13.2,84.32,2
Front Brake Pad,3222.03,28.42,4.8,2
Gearbox,10451.12,8.11,28.82,2
Front Brake Pad,57994.78,33.01,4.5,2
Gearbox Filter,18059.77,57.12,45.07,2
Rear Brake Pad,81457.56,42.66,8.18,2
Rear Brake Pad,75187.62,23.64,0.03,2
Gearbox Filter,71519.59,13.17,84.85,2
CVT/AT Oil,22365.16,40.23,58.72,2
Gearbox Filter,57046.76,30.76,94.43,2
Gearbox Filter,65347.27,34.42,78.6,2
Front Brake Pad,29643.79,12.74,6.79,0
Ignition Coil,94927.19,25.99,9.12,2
Ignition Coil,66384.16,22.15,8.53,2
Spark Plug,87046.95,39.54,2.88,2
Front Brake Pad,7015.63,14.86,8.67,0
Spark Plug,46612.43,31.35,0.55,0
CVT/AT Oil,21799.41,15.73,72.18,0
Gearbox Filter,55179.68,63.23,100.32,2
Rear Brake Pad,61514.7,4.06,4.04,2
Ignition Coil,60473.46,15.89,1.72,0
Rear Brake Pad,6909.01,16.75,4.56,0
Spark Plug,83995.13,59.62,5.94,2
Gearbox,8053.62,7.5,30.8,2
CVT/AT Oil,43397.4,3.82,81.81,2
Gearbox Filter,74872.1,54.51,54.42,2
Spark Plug,1462.51,23.91,0.47,0
CVT/AT Oil,49046.86,11.15,63.29,2
Gearbox,10272.8,8.55,38.58,2
Gearbox,470.06,0.96,49.5,0
Rear Brake Pad,25348.51,48.54,6.96,2
Front Brake Pad,48756.34,4.72,5.33,2
Gearbox Filter,18205.27,22.31,77.79,2
Gearbox Filter,76540.7,59.37,78.22,2
Front Brake Pad,5473.55,27.68,1.27,2
Front Brake Pad,35789.98,34.15,2.61,2
Ignition Coil,125787.7,103.12,8.47,2
Front Brake Pad,60239.2,4.25,6.38,2
Rear Brake Pad,25616.69,24.09,2.81,2
Front Brake Pad,29119.88,13.64,5.7,0
CVT/AT Oil,43020.9,2.45,66.88,2
Rear Brake Pad,60328.81,48.66,0.14,2
CVT/AT Oil,33653.62,50.55,97.24,2
Spark Plug,51913.79,16.37,1.91,0
Gearbox,14815.74,6.87,51.64,2
Spark Plug,64730.18,30.77,7.3,2
Front Brake Pad,58848.9,34.91,3.07,2
Rear Brake Pad,47054.48,0.42,7.47,0
Gearbox,9286.33,5.26,54.59,1
Rear Brake Pad,84184.4,46.58,2.57,2
CVT/AT Oil,26945.28,19.21,81.87,0
Front Brake Pad,31699.95,31.59,0.72,2
Rear Brake Pad,51390.75,1.72,8.13,0
CVT/AT Oil,30913.07,2.65,8.54,2
Rear Brake Pad,68924.3,10.63,5.58,2
CVT/AT Oil,9771.5,39.65,87.24,2
Ignition Coil,91413.01,74.33,11.75,2
CVT/AT Oil,3793.46,42.95,74.61,2
Spark Plug,34099.54,53.49,3.58,2
Gearbox,5530.86,1.75,40.27,0
Ignition Coil,92724.78,78.76,0.43,2
Ignition Coil,170632.97,14.54,9.21,2
Rear Brake Pad,78327.34,50.73,0.71,2
Gearbox Filter,56423.86,56.49,92.15,2
Ignition Coil,174999.85,105.65,5.65,2
Gearbox,7208.67,5.59,7.13,1
Gearbox Filter,54709.17,55.16,77.69,2
Gearbox Filter,20108.46,22.3,73.57,2
Gearbox,3554.35,6.69,42.61,2
Gearbox Filter,5470.37,7.78,53.14,0
Gearbox Filter,14889.75,46.74,25.65,0
Rear Brake Pad,31197.94,17.22,7.75,0
Gearbox,5323.77,8.59,76.57,2
Front Brake Pad,54737.83,11.92,1.56,2
Gearbox Filter,80096.81,69.63,7.4,2
CVT/AT Oil,6233.48,1.75,10.61,2
Gearbox,9768.44,8.62,30.27,2
Ignition Coil,24615.9,87.8,8.14,2
Spark Plug,53920.33,64.36,6.49,2
Rear Brake Pad,47093.22,44.33,2.7,2
CVT/AT Oil,55694.72,43.04,73.12,2
Gearbox,7679.04,5.67,60.37,2
Front Brake Pad,6294.7,25.47,6.61,2
Front Brake Pad,44347.56,27.26,1.71,2
Front Brake Pad,53279.3,11.42,7.68,2
